PurchaseID,UserID,ProductID,Category,SubCategory,Quantity,UnitPrice,PurchaseDate,State,PaymentMethod,Cost,Region,Quarter
392062,347858,Cat-Sub-679,Toys,Creative,5,68.26,1/16/2021,Florida,Cash,131.092539,South,2021Q1
788878,84800,Cat-Sub-1143,Beauty,Cosmetic,3,78.24,1/16/2021,New Jersey,Cash,66.94818028,East,2021Q1
506799,959077,Cat-Sub-1240,Toys,Outdoor,4,76.61,1/16/2021,Colorado,Gift Card,106.795081,West,2021Q1
481645,139149,Cat-Sub-231,Beauty,Perfume,5,40.32,1/17/2021,Mississippi,Cash,52.47894223,South,2021Q1
789412,493744,Cat-Sub-302,Detergent,Cleaning,3,71.9,1/17/2021,New Mexico,Gift Card,94.5378181,West,2021Q1
911977,493744,Cat-Sub-1780,Detergent,Cleaning,1,78.38,1/17/2021,Maryland,Cash,34.82095263,South,2021Q1
956813,358219,Cat-Sub-2219,Beauty,Perfume,5,21.61,1/17/2021,Alabama,Cash,31.72191284,South,2021Q1
541062,567485,Cat-Sub-486,Beauty,Perfume,2,12.48,1/18/2021,Nevada,Gift Card,5.35462225,West,2021Q1
445566,59795,Cat-Sub-787,Beauty,Perfume,1,48.61,1/18/2021,Minnesota,Cash,13.674161,North,2021Q1
51664,938517,Cat-Sub-306,Detergent,Laundry,3,12.95,1/19/2021,Nebraska,Cash,15.95665966,North,2021Q1
195838,347858,Cat-Sub-494,Detergent,Dishwashing,3,26.95,1/19/2021,Pennsylvania,Credit Card,37.56559088,East,2021Q1
239692,171752,Cat-Sub-1828,Detergent,Dishwashing,4,85.39,1/19/2021,Delaware,Gift Card,137.2190989,South,2021Q1
666492,428799,Cat-Sub-1207,Detergent,Laundry,3,41.4,1/20/2021,Ohio,Cash,51.21208361,North,2021Q1
18593,466347,Cat-Sub-2208,Toys,Electronic,3,83.32,1/20/2021,Rhode Island,Gift Card,90.49397184,East,2021Q1
686611,671215,Cat-Sub-215,Beauty,Electronics,3,14.15,1/21/2021,Louisiana,Cash,11.283308,South,2021Q1
189698,87681,Cat-Sub-233,Food,Fresh,2,72.78,1/21/2021,Washington,Gift Card,73.98843303,West,2021Q1
999032,841303,Cat-Sub-542,Food,Dry,3,23.48,1/21/2021,Wisconsin,Credit Card,36.93961889,North,2021Q1
199919,639850,Cat-Sub-598,Beauty,Electronics,2,44.34,1/21/2021,Rhode Island,Credit Card,25.21663049,East,2021Q1
252939,986313,Cat-Sub-1267,Toys,Creative,5,53.01,1/21/2021,Ohio,Cash,81.7587213,North,2021Q1
804578,520794,Cat-Sub-697,Beauty,Perfume,1,58.33,1/24/2021,Virginia,Credit Card,11.82440709,South,2021Q1
808343,514964,Cat-Sub-857,Beauty,Perfume,3,35.13,1/24/2021,West Virginia,Credit Card,24.41281785,South,2021Q1
701346,39595,Cat-Sub-1594,Beauty,Cosmetic,2,29.28,1/24/2021,Connecticut,Gift Card,15.69291403,East,2021Q1
161720,444928,Cat-Sub-1941,Food,Fresh,5,54.95,1/24/2021,Kansas,Gift Card,157.1156511,North,2021Q1
250215,902543,Cat-Sub-361,Beauty,Electronics,4,90.25,1/25/2021,Rhode Island,Cash,92.50597082,East,2021Q1
660920,769948,Cat-Sub-1513,Toys,Educational,4,22.39,1/25/2021,Louisiana,Cash,28.2697601,South,2021Q1
453809,838906,Cat-Sub-623,Beauty,Cosmetic,5,28.38,1/26/2021,South Carolina,Cash,39.61149403,South,2021Q1
679494,139149,Cat-Sub-2256,Beauty,Perfume,3,60.69,1/26/2021,West Virginia,Cash,53.64929669,South,2021Q1
668570,485613,Cat-Sub-173,Food,Dry,1,30.94,1/27/2021,Virginia,Cash,18.33825832,South,2021Q1
476042,667653,Cat-Sub-760,Food,Dry,5,76.67,1/27/2021,New York,Cash,215.9939862,East,2021Q1
204905,451943,Cat-Sub-1463,Food,Fresh,2,74.28,1/27/2021,Missouri,Gift Card,82.64895993,North,2021Q1
677522,938517,Cat-Sub-171,Beauty,Cosmetic,5,49.55,1/28/2021,Wisconsin,Credit Card,53.71807739,North,2021Q1
643629,90838,Cat-Sub-249,Beauty,Perfume,4,13.11,1/28/2021,North Dakota,Cash,10.94114947,North,2021Q1
514891,626369,Cat-Sub-1082,Beauty,Electronics,4,77.89,1/28/2021,New York,Gift Card,75.19163857,East,2021Q1
769298,813423,Cat-Sub-1225,Toys,Electronic,4,93.86,1/28/2021,West Virginia,Credit Card,133.6741699,South,2021Q1
570261,758600,Cat-Sub-2147,Food,Dry,2,84.09,1/29/2021,Georgia,Credit Card,92.60350004,South,2021Q1
682328,194746,Cat-Sub-385,Beauty,Electronics,2,78.83,1/30/2021,Tennessee,Gift Card,37.14370184,South,2021Q1
622658,982295,Cat-Sub-987,Beauty,Cosmetic,2,60.49,1/30/2021,Nebraska,Cash,35.16026857,North,2021Q1
14746,806826,Cat-Sub-1972,Food,Fresh,1,99.76,1/30/2021,Georgia,Cash,55.68695621,South,2021Q1
943930,25374,Cat-Sub-2055,Beauty,Cosmetic,2,69.25,1/30/2021,Montana,Credit Card,37.14523892,West,2021Q1
331431,757456,Cat-Sub-488,Toys,Creative,3,11.1,1/31/2021,New Jersey,Credit Card,10.49123018,East,2021Q1
260568,90838,Cat-Sub-1095,Detergent,Cleaning,2,33.36,1/31/2021,New Hampshire,Gift Card,29.39595141,East,2021Q1
681183,69686,Cat-Sub-167,Food,Dry,2,63.42,2/1/2021,Utah,Cash,68.94477303,West,2021Q1
481036,634604,Cat-Sub-416,Toys,Educational,2,51.07,2/1/2021,Arkansas,Gift Card,38.85401516,South,2021Q1
509336,707349,Cat-Sub-1177,Beauty,Perfume,4,30.09,2/1/2021,Connecticut,Cash,33.13623728,East,2021Q1
429409,748134,Cat-Sub-1398,Food,Dry,5,85.48,2/1/2021,Illinois,Cash,222.6068763,North,2021Q1
90302,129288,Cat-Sub-701,Detergent,Laundry,5,20.68,2/2/2021,Wisconsin,Cash,47.02644716,North,2021Q1
834543,519357,Cat-Sub-938,Food,Fresh,1,28.94,2/2/2021,Minnesota,Credit Card,15.15119106,North,2021Q1
560124,347062,Cat-Sub-1056,Beauty,Perfume,1,11.54,2/2/2021,Kentucky,Credit Card,2.371563961,South,2021Q1
8390,226421,Cat-Sub-1436,Food,Dry,4,65.13,2/2/2021,West Virginia,Cash,139.4545188,South,2021Q1
266787,808999,Cat-Sub-276,Detergent,Cleaning,1,27.2,2/3/2021,North Dakota,Gift Card,12.17258891,North,2021Q1
536915,685385,Cat-Sub-444,Food,Dry,4,28.34,2/3/2021,Rhode Island,Gift Card,59.78849447,East,2021Q1
189652,347062,Cat-Sub-1563,Detergent,Dishwashing,3,26.1,2/3/2021,Wisconsin,Gift Card,37.25298949,North,2021Q1
111194,288188,Cat-Sub-1699,Food,Fresh,3,98.9,2/3/2021,Kentucky,Credit Card,150.0097284,South,2021Q1
320825,162038,Cat-Sub-1023,Food,Dry,3,57.87,2/4/2021,New Mexico,Gift Card,89.84912759,West,2021Q1
98167,485613,Cat-Sub-1342,Toys,Outdoor,5,6.93,2/4/2021,California,Credit Card,13.80068871,West,2021Q1
933464,680457,Cat-Sub-1730,Beauty,Perfume,5,98.06,2/4/2021,Montana,Credit Card,120.4219693,West,2021Q1
984839,481595,Cat-Sub-1054,Beauty,Cosmetic,3,46.39,2/5/2021,Wisconsin,Gift Card,40.26439135,North,2021Q1
949852,52279,Cat-Sub-1128,Beauty,Electronics,2,66.39,2/5/2021,Alabama,Cash,27.64366883,South,2021Q1
287639,171752,Cat-Sub-854,Beauty,Perfume,5,57.11,2/6/2021,New Mexico,Gift Card,80.692492,West,2021Q1
404838,712790,Cat-Sub-994,Beauty,Electronics,4,59.78,2/6/2021,Nevada,Credit Card,56.9502346,West,2021Q1
215864,87681,Cat-Sub-1069,Beauty,Cosmetic,2,94.93,2/6/2021,North Dakota,Gift Card,47.91143246,North,2021Q1
299631,533722,Cat-Sub-690,Beauty,Cosmetic,1,88.04,2/7/2021,New Hampshire,Cash,20.45108615,East,2021Q1
757163,769948,Cat-Sub-1495,Food,Fresh,4,75.36,2/7/2021,Utah,Credit Card,176.0987922,West,2021Q1
360164,174602,Cat-Sub-1526,Toys,Educational,3,33.44,2/7/2021,Wyoming,Cash,31.23193271,West,2021Q1
993896,514096,Cat-Sub-1835,Detergent,Cleaning,5,10.05,2/7/2021,North Dakota,Credit Card,23.55033455,North,2021Q1
84023,69686,Cat-Sub-1923,Food,Dry,1,33.11,2/7/2021,Connecticut,Cash,19.75655137,East,2021Q1
95380,567485,Cat-Sub-673,Toys,Creative,5,54.56,2/9/2021,California,Credit Card,82.47903052,West,2021Q1
348224,922021,Cat-Sub-993,Detergent,Cleaning,2,89.86,2/9/2021,Virginia,Cash,85.83328057,South,2021Q1
510244,643684,Cat-Sub-1846,Beauty,Electronics,1,24.31,2/9/2021,Maine,Credit Card,6.562346916,East,2021Q1
942237,444928,Cat-Sub-1998,Beauty,Cosmetic,4,47.48,2/9/2021,Georgia,Cash,44.59926227,South,2021Q1
603920,398495,Cat-Sub-1029,Beauty,Perfume,1,53.53,2/10/2021,Alabama,Gift Card,12.02722638,South,2021Q1
129635,986313,Cat-Sub-1966,Food,Fresh,3,24.19,2/10/2021,Washington,Cash,36.92983912,West,2021Q1
149315,251619,Cat-Sub-2063,Beauty,Cosmetic,4,18.14,2/10/2021,Nevada,Cash,17.92119071,West,2021Q1
95996,924855,Cat-Sub-756,Detergent,Dishwashing,1,76.17,2/11/2021,Nevada,Cash,32.89645934,West,2021Q1
267243,504277,Cat-Sub-2107,Food,Fresh,1,12.63,2/11/2021,Kansas,Gift Card,6.971568647,North,2021Q1
810494,924855,Cat-Sub-839,Toys,Outdoor,2,76.48,2/12/2021,Louisiana,Cash,52.03617441,South,2021Q1
915368,784311,Cat-Sub-902,Beauty,Perfume,3,25.75,2/12/2021,Louisiana,Cash,15.65019061,South,2021Q1
624607,885441,Cat-Sub-1453,Beauty,Perfume,3,80.74,2/12/2021,Tennessee,Cash,49.25763442,South,2021Q1
204937,675802,Cat-Sub-1727,Beauty,Electronics,4,88.61,2/12/2021,Nevada,Credit Card,82.67263256,West,2021Q1
525509,799385,Cat-Sub-1989,Food,Dry,5,97.7,2/12/2021,New York,Gift Card,285.700991,East,2021Q1
746281,87681,Cat-Sub-1606,Beauty,Cosmetic,2,62.75,2/13/2021,Idaho,Credit Card,33.90471191,West,2021Q1
549064,959077,Cat-Sub-1217,Detergent,Dishwashing,3,95.54,2/14/2021,Kentucky,Credit Card,134.0176025,South,2021Q1
272308,143455,Cat-Sub-1924,Food,Dry,4,70.56,2/14/2021,New Mexico,Cash,166.8032808,West,2021Q1
929006,722197,Cat-Sub-1940,Food,Fresh,1,80.71,2/14/2021,Louisiana,Credit Card,45.83540726,South,2021Q1
666990,519357,Cat-Sub-635,Beauty,Cosmetic,3,83.96,2/15/2021,North Dakota,Cash,62.9483768,North,2021Q1
861232,514964,Cat-Sub-1119,Detergent,Cleaning,5,68.26,2/15/2021,New Mexico,Credit Card,159.5879611,West,2021Q1
529839,347062,Cat-Sub-2026,Detergent,Laundry,3,18.97,2/15/2021,Florida,Credit Card,27.95270512,South,2021Q1
135168,503323,Cat-Sub-1589,Beauty,Electronics,3,80.1,2/16/2021,Florida,Cash,57.67151125,South,2021Q1
399054,504277,Cat-Sub-1599,Beauty,Electronics,5,98.22,2/16/2021,South Dakota,Credit Card,101.4998287,North,2021Q1
8516,88799,Cat-Sub-1778,Beauty,Electronics,4,27.15,2/16/2021,Washington,Cash,25.83213255,West,2021Q1
986577,514096,Cat-Sub-25,Food,Fresh,3,46.43,2/17/2021,Arkansas,Credit Card,81.66515639,South,2021Q1
282872,398495,Cat-Sub-611,Beauty,Cosmetic,3,25.31,2/17/2021,North Carolina,Gift Card,21.96907412,South,2021Q1
185109,112343,Cat-Sub-2241,Detergent,Laundry,5,98.0,2/17/2021,Connecticut,Cash,239.5777459,East,2021Q1
459775,4452,Cat-Sub-875,Food,Fresh,3,41.44,2/18/2021,Illinois,Cash,67.63235512,North,2021Q1
388291,813423,Cat-Sub-36,Beauty,Cosmetic,1,20.74,2/19/2021,South Carolina,Cash,5.315470937,South,2021Q1
123727,486099,Cat-Sub-181,Beauty,Electronics,2,55.31,2/19/2021,Michigan,Credit Card,28.3502388,North,2021Q1
683394,457252,Cat-Sub-1684,Food,Fresh,3,25.32,2/19/2021,Connecticut,Cash,40.72976716,East,2021Q1
475951,813423,Cat-Sub-2021,Food,Dry,2,70.68,2/19/2021,Colorado,Credit Card,80.63451457,West,2021Q1
361743,696731,Cat-Sub-1100,Detergent,Dishwashing,1,23.7,2/20/2021,West Virginia,Gift Card,11.11762753,South,2021Q1
781387,910039,Cat-Sub-1661,Food,Dry,5,26.61,2/21/2021,Wyoming,Credit Card,66.52568051,West,2021Q1
110140,481595,Cat-Sub-2117,Beauty,Perfume,2,47.48,2/21/2021,Kentucky,Credit Card,21.93118996,South,2021Q1
601051,533722,Cat-Sub-343,Food,Fresh,1,53.57,2/22/2021,Ohio,Credit Card,27.5851443,North,2021Q1
333248,523560,Cat-Sub-1299,Food,Fresh,4,35.62,2/22/2021,Florida,Gift Card,79.35681855,South,2021Q1
239486,410190,Cat-Sub-2012,Food,Dry,5,14.14,2/22/2021,Nevada,Credit Card,41.15148146,West,2021Q1
626387,462888,Cat-Sub-852,Beauty,Perfume,2,80.24,2/23/2021,Kansas,Credit Card,33.56221176,North,2021Q1
376415,555700,Cat-Sub-1053,Food,Fresh,1,52.55,2/23/2021,New Mexico,Gift Card,27.4055676,West,2021Q1
651586,764057,Cat-Sub-1878,Beauty,Cosmetic,5,14.58,2/23/2021,Maryland,Credit Card,18.86585194,South,2021Q1
891570,707349,Cat-Sub-87,Beauty,Perfume,3,12.46,2/24/2021,Missouri,Credit Card,11.01086896,North,2021Q1
210338,143455,Cat-Sub-615,Detergent,Cleaning,5,44.2,2/25/2021,Kansas,Cash,99.1329914,North,2021Q1
214479,818435,Cat-Sub-1168,Food,Fresh,1,69.31,2/25/2021,Kansas,Credit Card,35.69147107,North,2021Q1
197906,870501,Cat-Sub-1614,Beauty,Cosmetic,5,21.39,2/25/2021,Kentucky,Gift Card,29.2013108,South,2021Q1
222736,347062,Cat-Sub-1690,Detergent,Cleaning,1,75.68,2/25/2021,Mississippi,Cash,32.83783303,South,2021Q1
851301,50246,Cat-Sub-2045,Food,Fresh,5,23.74,2/25/2021,Connecticut,Gift Card,66.85715341,East,2021Q1
421709,408848,Cat-Sub-1020,Beauty,Cosmetic,4,18.77,2/27/2021,Tennessee,Credit Card,20.5433272,South,2021Q1
143657,808999,Cat-Sub-2004,Beauty,Cosmetic,4,75.58,2/27/2021,Montana,Credit Card,69.73341758,West,2021Q1
356106,52279,Cat-Sub-69,Toys,Electronic,5,77.0,3/1/2021,Florida,Cash,120.7716338,South,2021Q1
441541,567485,Cat-Sub-1701,Beauty,Electronics,4,22.57,3/1/2021,Arkansas,Credit Card,24.68002496,South,2021Q1
643761,758600,Cat-Sub-808,Beauty,Cosmetic,4,27.0,3/2/2021,Nevada,Cash,27.78888634,West,2021Q1
804946,348915,Cat-Sub-862,Beauty,Perfume,3,20.65,3/2/2021,Wyoming,Credit Card,17.29953877,West,2021Q1
941187,926641,Cat-Sub-1481,Food,Dry,3,36.06,3/2/2021,Illinois,Gift Card,59.17620045,North,2021Q1
112835,478650,Cat-Sub-555,Food,Dry,4,96.07,3/3/2021,Nevada,Cash,221.4664726,West,2021Q1
957559,217299,Cat-Sub-331,Beauty,Perfume,4,7.91,3/4/2021,Tennessee,Credit Card,9.243802123,South,2021Q1
802415,239337,Cat-Sub-823,Beauty,Cosmetic,5,32.18,3/4/2021,Illinois,Gift Card,47.84463803,North,2021Q1
938800,451943,Cat-Sub-1028,Beauty,Electronics,5,91.64,3/5/2021,Georgia,Credit Card,104.8706729,South,2021Q1
417328,90838,Cat-Sub-1792,Beauty,Perfume,1,70.21,3/5/2021,Ohio,Credit Card,21.0026815,North,2021Q1
849690,69686,Cat-Sub-2040,Food,Dry,5,38.14,3/5/2021,Nevada,Credit Card,108.2196871,West,2021Q1
9861,837396,Cat-Sub-663,Beauty,Cosmetic,2,99.64,3/6/2021,Maryland,Cash,53.6647482,South,2021Q1
959718,592021,Cat-Sub-1977,Beauty,Perfume,5,84.14,3/6/2021,New Hampshire,Cash,99.00177309,East,2021Q1
772905,481595,Cat-Sub-2064,Toys,Creative,3,22.4,3/6/2021,Virginia,Credit Card,22.30000133,South,2021Q1
227572,398495,Cat-Sub-124,Food,Fresh,1,27.23,3/7/2021,Hawaii,Cash,13.618476,west,2021Q1
754240,7761,Cat-Sub-1636,Beauty,Perfume,3,46.51,3/7/2021,Kentucky,Credit Card,28.65236354,South,2021Q1
225573,410190,Cat-Sub-2127,Detergent,Cleaning,1,11.84,3/7/2021,Mississippi,Credit Card,5.088320303,South,2021Q1
921072,425867,Cat-Sub-561,Beauty,Cosmetic,2,83.38,3/8/2021,New York,Credit Card,35.405076,East,2021Q1
401752,954221,Cat-Sub-1034,Food,Fresh,3,59.22,3/8/2021,California,Credit Card,105.6271655,West,2021Q1
891362,426725,Cat-Sub-2005,Food,Fresh,3,37.19,3/8/2021,New York,Gift Card,65.57213163,East,2021Q1
212947,481595,Cat-Sub-1317,Food,Dry,3,61.71,3/9/2021,California,Cash,94.85180539,West,2021Q1
266877,926641,Cat-Sub-1976,Detergent,Cleaning,4,27.38,3/9/2021,Colorado,Credit Card,49.70878713,West,2021Q1
856228,69686,Cat-Sub-2153,Food,Dry,2,16.04,3/9/2021,Ohio,Cash,17.53402406,North,2021Q1
462749,161496,Cat-Sub-1333,Detergent,Dishwashing,2,92.19,3/10/2021,New Mexico,Gift Card,90.38550761,West,2021Q1
414266,84800,Cat-Sub-2216,Beauty,Electronics,4,28.36,3/10/2021,Minnesota,Credit Card,27.77907648,North,2021Q1
298362,425867,Cat-Sub-556,Beauty,Perfume,1,40.99,3/11/2021,Connecticut,Gift Card,9.912233699,East,2021Q1
277333,743578,Cat-Sub-918,Beauty,Perfume,5,53.77,3/11/2021,Connecticut,Credit Card,76.98031086,East,2021Q1
46865,273002,Cat-Sub-1929,Toys,Outdoor,1,64.72,3/11/2021,South Dakota,Credit Card,22.40985724,North,2021Q1
985346,129288,Cat-Sub-2180,Beauty,Electronics,2,47.73,3/11/2021,Idaho,Credit Card,26.32253449,West,2021Q1
103150,275009,Cat-Sub-682,Beauty,Perfume,1,37.46,3/12/2021,Louisiana,Gift Card,8.726510996,South,2021Q1
699330,712790,Cat-Sub-740,Beauty,Cosmetic,4,24.68,3/12/2021,New Hampshire,Cash,28.54302551,East,2021Q1
837793,270327,Cat-Sub-1406,Detergent,Laundry,4,60.58,3/12/2021,Connecticut,Credit Card,116.3750118,East,2021Q1
389875,485613,Cat-Sub-1700,Detergent,Cleaning,2,65.3,3/12/2021,Washington,Cash,58.71220626,West,2021Q1
283531,626369,Cat-Sub-878,Beauty,Electronics,4,39.86,3/13/2021,Kentucky,Gift Card,46.39458184,South,2021Q1
671584,734429,Cat-Sub-1647,Food,Dry,5,62.7,3/14/2021,North Dakota,Gift Card,172.5034053,North,2021Q1
144126,555700,Cat-Sub-1939,Food,Fresh,2,86.59,3/14/2021,Colorado,Credit Card,96.48857383,West,2021Q1
626320,514964,Cat-Sub-2002,Beauty,Cosmetic,3,99.02,3/14/2021,Pennsylvania,Gift Card,78.36626259,East,2021Q1
619961,896022,Cat-Sub-515,Food,Dry,2,98.61,3/15/2021,Arkansas,Cash,101.1969383,South,2021Q1
765990,955958,Cat-Sub-684,Food,Dry,4,29.61,3/15/2021,North Dakota,Credit Card,68.03814511,North,2021Q1
623393,273002,Cat-Sub-1451,Detergent,Laundry,3,36.78,3/15/2021,Connecticut,Credit Card,50.1226802,East,2021Q1
140480,808999,Cat-Sub-1459,Beauty,Perfume,4,81.81,3/15/2021,New Mexico,Gift Card,93.38620647,West,2021Q1
945165,712790,Cat-Sub-1530,Beauty,Electronics,2,79.69,3/15/2021,Colorado,Gift Card,43.55774222,West,2021Q1
127319,69686,Cat-Sub-2075,Beauty,Electronics,1,51.72,3/16/2021,Wisconsin,Gift Card,13.27872055,North,2021Q1
198550,758600,Cat-Sub-2085,Food,Dry,5,59.73,3/16/2021,Connecticut,Gift Card,166.3618511,East,2021Q1
492051,158135,Cat-Sub-1026,Detergent,Cleaning,2,92.94,3/17/2021,Pennsylvania,Credit Card,84.03074867,East,2021Q1
213266,549096,Cat-Sub-137,Detergent,Dishwashing,1,12.74,3/18/2021,Louisiana,Gift Card,5.741028804,South,2021Q1
732994,434549,Cat-Sub-218,Beauty,Electronics,1,36.69,3/18/2021,Kansas,Gift Card,10.13161708,North,2021Q1
711299,883251,Cat-Sub-1248,Food,Fresh,3,22.35,3/18/2021,Hawaii,Credit Card,36.51859631,west,2021Q1
